code,name,pre_per,roe,pro_margin,equity_ratio,fixed_net_cash_ratio,real_pbr,pre_pbr,pre_error,pbr_ratio
9007,小田急電鉄,12.6,17.3,12.4,36.1,-33.46468012608069,1.2,2.817114156571153,-1.6171141565711535,2.347595130475961
9041,近鉄GHD,13.1,8.7,5.4,22.1,-34.83609217786433,1.1,1.0898124398891382,0.0101875601108618,0.9907385817173984
9142,九州旅客鉄道,13.8,8.5,11.2,40,-38.48620039016279,1.3,0.6877941978215478,0.6122058021784522,0.5290724598627291
9508,九州電力,5.3,12.9,8.5,17.3,-57.22032724139573,0.6,1.1323383652240564,-0.5323383652240564,1.8872306087067607
2002,清製粉G本社,14.1,6.2,5.6,61.5,-4.232107170149728,1.1,0.5821958790750998,0.5178041209249002,0.5292689809773634
3391,ツルハHD,22.2,6.1,4.5,48.2,3.839982720849147,2,1.4950417751596303,0.5049582248403697,0.7475208875798152
3405,クラレ,12.1,4.2,10.3,59.2,-14.958357793063712,0.7,-0.1611969591918738,0.8611969591918738,-0.2302813702741054
4021,産化学,14.3,16.9,21.3,68.4,3.880082847880738,2.6,3.241059819678036,-0.6410598196780359,1.2465614691069369
4062,イビデン,22.8,6.2,12.8,46.1,5.739896281209244,1.1,1.7385864526871604,-0.6385864526871603,1.5805331388065094
4527,ロート製薬,17.1,12.1,14.8,63.3,7.850759794878906,2.2,2.460240284947893,-0.2602402849478928,1.1182910386126783
4733,オービックビジネスコンサルタント,30.9,10.2,46.3,76.2,73.87915911770627,3.4,4.645368891495297,-1.2453688914952967,1.366284968086852
5444,大和工業,13,5.7,6.8,84.8,29.764054018291024,0.9,0.8333186842343614,0.0666813157656386,0.9259096491492904
6417,三共,9.1,19.5,36.4,82.4,41.39690601249334,1.7,4.3929724668895584,-2.6929724668895583,2.584101451111505
7211,三菱自動車工業,15.2,15.9,6.8,42.4,7.707852370507993,0.5,3.537956723607061,-3.037956723607061,7.075913447214122
7276,小糸製作所,23.6,7.4,4.9,70.5,26.3069244183956,0.8,2.002142206974267,-1.202142206974267,2.5026777587178337
8056,BIPROGY,18.4,16,9.7,51.1,8.423699512808422,3.2,3.6165173305077034,-0.4165173305077023,1.130161665783657
8060,キヤノンマーケティングジャパン,13.9,10.3,8.1,73.3,28.107603650797003,1.4,2.123315569494766,-0.7233155694947659,1.516653978210547
8804,東京建物,9.8,12.3,17.2,25.8,-54.04372230598696,1,1.2625550463812931,-0.2625550463812933,1.2625550463812931
9962,ミスミG本社,16.9,10.5,11.6,83.2,34.239967204831565,1.5,2.336921493243527,-0.8369214932435272,1.5579476621623514
9989,サンドラッグ,18,11.1,5.5,60.5,4.18425369558005,2.1,2.143674304873733,-0.0436743048737331,1.020797288035111
2371,カカクコム,25.9,31.8,38.6,62,42.16939694165604,9,8.575193069553492,0.4248069304465076,0.952799229950388
2871,ニチレイ,18.8,9.4,5.4,50.8,-10.891826148119929,1.9,1.6112579025493587,0.2887420974506411,0.8480304750259783
3774,インターネットイニシアティブ,23.3,14.5,10.5,44.4,-8.203051360891356,3.5,3.271498556095896,0.2285014439041037,0.934713873170256
4004,レゾナック･HD,18.6,11.1,6.4,30.6,-31.7952100361498,0.7,1.8590794700113928,-1.1590794700113929,2.6558278143019898
4403,油,14.5,12.4,19,79.6,17.100792095283378,1.8,2.334195910297246,-0.5341959102972458,1.296775505720692
4536,参天製薬,15.5,9.4,12.8,71.3,10.364869309351832,1.8,1.6425027202153004,0.1574972797846996,0.9125015112307224
5021,コスモエネルギーHD,6.3,14,5.5,25.7,-14.345157426270646,0.9,2.3530577136692203,-1.4530577136692204,2.614508570743578
5101,横浜ゴム,6.2,8.4,10.9,51.5,-18.465046118104755,0.6,0.5157621701312152,0.0842378298687848,0.8596036168853587
5333,本碍子,9.6,7.6,13.1,63,-3.3765067988584287,0.7,0.71515180948417,-0.01515180948417,1.021645442120243
6370,栗田工業,26,8.4,10.7,61.5,-3.4640552784514718,1.5,1.8340073044104064,-0.3340073044104064,1.2226715362736045
7261,マツダ,3.9,11.6,5.2,45.2,4.50648861561916,0.3,1.7681047655740985,-1.4681047655740984,5.8936825519136615
7951,ヤマハ,37.9,6,6.3,77.9,11.97690059908946,1,1.994956779142318,-0.994956779142318,1.994956779142318
9001,東武鉄道,10.7,9.3,11.8,31.6,-40.98807894136437,1,0.8033911478707061,0.1966088521292939,0.8033911478707061
9506,東北電力,3.9,18.6,10.6,18.3,-51.187605972569074,0.5,2.4913908766503945,-1.9913908766503945,4.982781753300789
1969,高砂熱学工業,15.5,11.5,6.7,50.1,4.596279874935966,2.5,2.328082542671428,0.1719174573285724,0.931233017068571
2579,コカ･コーラボトラーズジャパンHD,38.2,1.7,1.5,58.5,-13.559693146403152,0.9,0.7228385108200059,0.177161489179994,0.8031539009111177
2809,キユーピー,15.8,6.8,7.1,68.8,9.20332842823489,1.5,1.0331329480715414,0.4668670519284585,0.6887552987143609
3086,J.フロントリテイリング,15,10.1,13.2,35.2,-29.600643217737964,1.1,1.469031383455506,-0.3690313834555059,1.3354830758686418
4088,エア･ウォーター,9,8.6,6.7,40.8,-25.922689677975413,0.9,0.6974010821751551,0.2025989178248449,0.7748900913057278
4182,三菱瓦斯化学,9.1,5.8,5.8,59.7,-7.01585165179528,0.7,0.1727562268285229,0.527243773171477,0.2467946097550328
4912,ライオン,19.1,7.2,6.9,59.1,12.701164799755412,1.6,1.5999720634013128,2.7936598687272607e-05,0.9999825396258204
5110,住友ゴム工業,10.8,1.5,0.9,48.9,-14.489051339809992,0.7,-0.7236398414991472,1.4236398414991471,-1.033771202141639
5233,太平洋セメント,7.7,7.2,6.4,43.2,-17.19451647587123,0.7,0.4851917358167057,0.2148082641832942,0.6931310511667225
5947,リンナイ,16.2,6.8,9.1,68.2,18.23440354998695,1.2,1.3275514558341626,-0.1275514558341626,1.106292879861802
6113,アマダ,13.1,7.8,14,80.2,11.856307778046563,0.9,1.016565618975636,-0.116565618975636,1.129517354417373
6406,フジテック,30.8,11.9,6.4,58.6,26.541146936534087,2.9,3.690124063528478,-0.7901240635284781,1.2724565736305098
6481,THK,23.8,2.7,4.9,67.6,7.331455822691561,1.1,0.5223136787645739,0.5776863212354262,0.4748306170587035
9008,京王電鉄,11.6,7,10.7,38,-31.51879928383681,1.1,0.4435635517995044,0.6564364482004956,0.403239592545004
9513,電源開発,5.3,6.1,8.4,35.6,-41.58731480286574,0.4,-0.3591636645884004,0.7591636645884005,-0.8979091614710011
9831,ヤマダHD,11.3,3.8,2.6,45.6,-9.33455098671664,0.5,0.0425675740712421,0.4574324259287579,0.0851351481424842
1721,コムシスHD,14.1,7.5,6.9,70.6,6.627664425493107,1,0.9861412128807804,0.0138587871192195,0.9861412128807804
2433,博報堂DYHD,26.5,6.6,3.6,39.3,-4.216200681614424,1.1,1.814487137261627,-0.7144871372616268,1.6495337611469334
2784,アルフレッサHD,14.3,6,1.3,30.9,8.574834600225225,0.8,1.4634514790732518,-0.6634514790732517,1.8293143488415649
3923,ラクス,49.4,22.4,14.5,71.1,30.089034320066965,21.2,7.036268247670551,14.163731752329449,0.3318994456448373
4186,東京応化工業,15.9,11.3,16.5,71.1,15.853225978079664,1.9,2.281096866626596,-0.3810968666265957,1.200577298224524
4967,小林製薬,37.9,4.7,15,80.2,17.108317506255464,1.9,1.889229070808795,0.0107709291912048,0.994331089899366
5105,TOYO TIRE,8.2,15.8,16.6,65.4,-1.7414683961885575,0.9,2.5065803773132966,-1.6065803773132967,2.785089308125885
5631,本製鋼所,26.5,7.7,7.1,49.5,9.69169808704556,2.3,2.255780306643317,0.0442196933566823,0.98077404636666
6856,堀場製作所,11.1,10.7,15.2,65.2,16.12176505763928,1.3,1.985364058090039,-0.6853640580900389,1.5272031216077222
6965,浜松ホトニクス,22.5,8,15.7,70.3,17.78100829206624,1.3,1.9767148911187324,-0.6767148911187324,1.5205499162451788
7164,全国保証,13.1,12.8,75.7,48,-22.260281295034787,1.8,2.6027298470858358,-0.8027298470858353,1.4459610261587974
8111,ゴールドウイン,15.1,23,18.8,69.5,25.661989418684893,3.4,5.174107417694878,-1.774107417694878,1.521796299322023
8279,ヤオコー,20.7,9.8,4.9,48.8,-13.267570641054936,2.1,1.7827610866595105,0.3172389133404896,0.8489338507902431
9006,京浜急行電鉄,19.3,22.7,10,35.8,-40.906406276106736,1.1,4.195032275482252,-3.0950322754822523,3.813665704983866
9045,京阪HD,13.4,8.1,11.2,36.2,-36.853794504131166,1.2,0.695966256886519,0.5040337431134809,0.5799718807387659
9076,セイノーHD,19.6,3.4,3.6,55,-8.495861932094963,0.9,0.2681416022675693,0.6318583977324307,0.2979351136306326
9533,東邦瓦斯,16.5,5.7,4.7,59.1,-18.889643038358383,0.9,0.2624680386606963,0.6375319613393037,0.2916311540674404
9706,本空港ビルデング,13.9,10.8,13.6,38.3,-25.07768185300269,2.1,1.6224467509290983,0.4775532490709016,0.7725936909186183
2229,カルビー,18.4,9.7,9,64.9,-3.4590370541171414,1.7,1.601807738771157,0.0981922612288432,0.9422398463359746
3116,トヨタ紡織,7.3,3.7,2.2,40.9,2.9602742341055377,0.8,0.2053132514947806,0.5946867485052194,0.2566415643684758
4503,アステラス製薬,20.1,3.4,2.1,45.3,-17.257056652045907,1.7,0.2492621757896809,1.450737824210319,0.1466248092880476
4613,関西ペイント,9.7,25.8,9.2,34.7,-21.0901801793408,1.5,4.873460469692624,-3.373460469692624,3.2489736464617494
4812,電通総研,23.4,16.5,13.8,62.9,1.2594233816478142,4.1,3.6312670806310914,0.4687329193689082,0.8856748977149004
4922,コーセー,25.5,2.8,5.4,71.1,24.181133375617627,1.3,1.0172475227254831,0.2827524772745169,0.7824980944042178
5991,本発條,7.5,9.8,4.5,56.7,1.2284639951280654,0.8,1.240775940509863,-0.440775940509863,1.5509699256373288
6005,三浦工業,16.7,9.2,14.4,48.5,-21.17607841140058,1.7,1.3259249820579857,0.3740750179420142,0.7799558717988151
7564,ワークマン,22.3,12,17.4,83.5,52.567741127087054,2.7,3.521742695326997,-0.8217426953269964,1.304349146417406
9072,ニッコンHD,21.3,7,9.6,58.6,-18.365355712040053,1.5,0.907954404631917,0.592045595368083,0.605302936421278
9301,三菱倉庫,9,8.5,7.1,59.8,-14.412881873564432,1,0.5912141187027924,0.4087858812972076,0.5912141187027924
9364,上組,14.3,6.6,11.5,79.3,3.8470072552656154,0.9,0.5965405320261643,0.3034594679738357,0.6628228133624048
9418,U‐NEXT HOLDINGS,21.8,17.1,8.9,37.2,-9.393884282490266,4.1,3.866982302034824,0.2330176979651756,0.943166415130445
9987,スズケン,10.9,7,1.5,31.7,9.868784276197136,0.9,1.5128806339207608,-0.6128806339207608,1.6809784821341789
1951,エクシオG,13.5,6.5,5.6,51.3,-6.401718725947542,1.1,0.7675613068173188,0.3324386931826812,0.6977830061975625
1959,九電工,11.1,9.3,8.7,63.5,8.783307948050247,1.1,1.4405672346144958,-0.3405672346144957,1.309606576922269
2726,パルGHD,19.4,16.7,11.4,47.9,41.72677433092903,4.6,4.787994342978807,-0.1879943429788078,1.0408683354301755
3132,マクニカHD,11.8,18.7,6.2,44.4,7.54988464877541,1.4,3.919206126506153,-2.519206126506153,2.7994329475043958
3549,クスリのアオキHD,19.5,8.4,4.3,42.6,-9.456483311406432,2.4,1.620508111277848,0.779491888722152,0.6752117130324367
3697,SHIFT,45.8,14.2,9.5,53.2,25.91592920353982,10,5.193348982692718,4.806651017307282,0.5193348982692718
4194,ビジョナル,25.7,22.1,27,71.8,71.8677827335492,5.9,6.834817612608727,-0.9348176126087262,1.1584436631540214
4666,パーク二四,15.9,22.3,10.4,28.3,-31.101441043014898,4.1,4.3261216051990985,-0.2261216051990988,1.0551516110241703
6141,DMG森精機,18.2,2.4,8.1,39.4,-5.005222131808362,1.2,0.4263094529546321,0.7736905470453679,0.3552578774621934
6302,住友重機械工業,12.8,1.2,5.1,49.8,-6.141658238144922,0.6,-0.4287305946164821,1.0287305946164822,-0.7145509910274702
6473,ジェイテクト,18,1.8,2,47.6,-11.921111083428997,0.5,-0.1381007196670332,0.6381007196670332,-0.2762014393340664
7988,ニフコ,10.2,7.3,11.8,69.3,29.34043133591793,1.3,1.3953409180915526,-0.0953409180915525,1.0733391677627326
8129,東邦HD,17.6,8,1.3,31.6,8.529016719929599,1.1,2.085040030796877,-0.9850400307968769,1.8954909370880697
8424,芙蓉総合リース,8,10.7,8.5,12.9,-41.75228941577759,0.8,1.2890842459873575,-0.4890842459873574,1.6113553074841969
9065,山九,12,8.7,6.2,51,-10.611829813400185,1.2,1.077609564827512,0.122390435172488,0.8980079706895933
9412,スカパーJSATHD,15.4,6.8,22.2,69.8,7.22681909899012,1.1,1.1088655112937875,-0.0088655112937876,1.0080595557216252
2206,江崎グリコ,25.5,3,3.3,72,11.033933255861356,1.1,0.6754308778630085,0.4245691221369916,0.6140280707845531
4202,ダイセル,6.4,14.7,11.2,44,-18.778980893937614,0.9,2.0886114281531603,-1.1886114281531603,2.3206793646146227
4540,ツムラ,9.6,5.7,13.3,62.9,2.371676149777817,1.1,0.4441033704403336,0.6558966295596664,0.4037303367639396
4681,リゾートトラスト,17.5,11.4,10.5,29.2,-28.528113164117265,2.2,2.0241258049473387,0.1758741950526614,0.920057184066972
5076,インフロニア･HD,9.2,6.5,6.4,34.9,-22.318942133501285,0.6,0.4501175030871351,0.1498824969128648,0.7501958384785586
5393,ニチアス,10.7,12.9,14.1,73.2,14.631713323055672,1.5,2.2400660637270544,-0.7400660637270544,1.4933773758180362
6028,テクノプロ･HD,17.7,18.3,10,53.2,16.188664037156695,4.1,4.255826288154831,-0.1558262881548318,1.038006411745081
6436,アマノ,16.7,13.1,13.1,69.9,28.60171453858741,2.2,3.0505048045219336,-0.8505048045219334,1.3865930929645152
7240,NOK,10.7,5.3,3.1,63.4,3.738941156190544,0.5,0.3274673439708664,0.1725326560291336,0.6549346879417328
7282,豊田合成,9.2,6.7,5.6,59.4,-2.207025110646972,0.6,0.5101115371551419,0.089888462844858,0.8501858952585699
7729,東京精密,14.1,11.7,18.8,72.2,16.128654056589024,2,2.2784780345149334,-0.2784780345149333,1.139239017257467
7984,コクヨ,16.7,8.3,6.5,73.2,22.121646950205506,1.3,1.6622531211591582,-0.3622531211591582,1.2786562470455063
8088,岩谷産業,5.8,12.4,6,43.5,-22.75511006602936,0.8,1.3859022028942751,-0.5859022028942753,1.7323777536178442
8233,高島屋,8.3,8.4,11.5,36.5,-22.343851754459063,0.7,0.8488266822158748,-0.1488266822158748,1.2126095460226782
9048,名古屋鉄道,9.7,5.2,5.8,33.7,-39.98922946522992,0.7,-0.2578006769631993,0.9578006769631991,-0.368286681375999
3387,クリエイト･レストランツ･HD,49.8,13.9,5.4,29.3,-19.61973638166336,7.2,4.605962470701938,2.5940375292980624,0.6397170098197136
4205,本ゼオン,11,7.3,7,66.9,0.6734908746201662,0.8,0.6850252011070648,0.1149747988929352,0.856281501383831
4927,ポーラ･オルビスHD,33.5,5.6,8.1,82.2,18.531849041533548,1.7,1.7574453437784132,-0.0574453437784132,1.0337913786931845
4980,デクセリアルズ,10.8,22.1,31.8,60.1,14.49577744659712,3,4.773829959642868,-1.7738299596428675,1.5912766532142892
5214,本電気硝子,16.9,2.6,2,71.4,2.364995973463205,0.6,-0.1357266009904667,0.7357266009904667,-0.2262110016507779
5801,古河電気工業,10.4,2,1.1,32.4,-18.563681485339625,0.9,-0.4003824013328505,1.3003824013328504,-0.4448693348142783
6368,オルガノ,13.7,15.8,15,59.1,4.384534824715777,2.9,3.092847871475352,-0.1928478714753523,1.0664992660259835
6849,本光電工業,23.7,9.6,8.8,72.1,10.863386469389248,1.6,2.107806894064201,-0.5078068940642009,1.3173793087901255
8174,本瓦斯,19.8,17.1,9.3,43.2,-12.466510274455512,4.1,3.553501029424252,0.5464989705757475,0.8667075681522567
8425,みずほリース,7.3,9.5,6,9.8,-37.06052087332351,0.8,1.1382352220299583,-0.3382352220299582,1.4227940275374478
9069,センコーGHD,15.2,7.5,3.8,29.4,-29.24768241595776,1.4,0.91944331535116,0.4805566846488398,0.6567452252508287
9759,NSD,23.7,16.1,15,73.8,22.50623153618907,4.1,3.905309994193805,0.1946900058061942,0.9525146327301964
1414,ショーボンドHD,18.3,13.8,23,81.9,15.523872574518055,2.6,2.8222143407288094,-0.2222143407288093,1.085467054126465
141A,トライアルHD,19.9,9.5,2.7,38.1,24.22201527523067,2.3,2.846490240359153,-0.5464902403591534,1.2376044523300669
1860,戸田建設,10.6,4.8,3.4,35.6,-15.033795056102653,0.8,0.2916264210724109,0.5083735789275892,0.3645330263405136
2296,伊藤ハム米久HD,16,4.6,2,61.1,-3.268245365721003,1,0.3249042875419607,0.6750957124580392,0.3249042875419607
2593,伊藤園,21,9,5.5,52.6,7.556272524869873,1.7,2.094928348066551,-0.3949283480665511,1.232310792980324
2811,カゴメ,19.9,14.4,11.8,51.9,-7.667194301543331,1.6,2.9294528427299755,-1.3294528427299754,1.8309080267062343
3048,ビックカメラ,15.5,8.9,2.6,31.9,-1.6924997357057472,1.7,1.9074560410276011,-0.2074560410276014,1.1220329653103538
4626,太陽HD,17.7,10.5,18.5,53.6,-3.202237243649165,2.8,2.087204987111304,0.7127950128886957,0.7454303525397515
5711,三菱マテリアル,7.9,4.3,1.5,28.3,-14.815735448237955,0.4,0.1590562597098588,0.2409437402901412,0.397640649274647
6526,ソシオネクスト,27.2,14.3,13.3,80.5,41.59542486730236,2.1,4.045380216526578,-1.9453802165265777,1.9263715316793224
7867,タカラトミー,19.1,9,9,62.2,21.225978830541568,2.5,2.186996233041178,0.3130037669588219,0.8747984932164712
8012,長瀬産業,9.8,5.7,3.4,48.1,-9.557099237955404,0.7,0.3346399198497289,0.365360080150271,0.4780570283567557
9336,大栄環境,20,15,27,49.9,-5.655684700966656,3.2,3.3354564440238503,-0.1354564440238501,1.042330138757453
9504,中国電力,4.1,13.9,8.4,16.2,-62.67270570532766,0.4,1.1664742635712524,-0.7664742635712524,2.9161856589281308
1332,ニッスイ,11.2,9.1,3.6,41.2,-17.26495242499603,1,1.1188616919054726,-0.1188616919054725,1.1188616919054726
1662,石油資源開発,3.3,10.8,17,75.9,8.934405128928061,0.5,1.1741244458248894,-0.6741244458248894,2.348248891649779
2810,ハウス食品G本社,21.3,6.1,6.5,67.5,6.831654823611011,0.9,1.1485909440656794,-0.2485909440656794,1.276212160072977
4114,本触媒,15.3,2.9,4.2,69.1,2.4981470281561986,0.7,-0.0844243088690475,0.7844243088690475,-0.1206061555272107
4401,ADEKA,10.9,7.8,8.9,53.9,5.946899294157169,0.9,1.2177693328840768,-0.3177693328840768,1.353077036537863
5463,丸一鋼管,10.3,7.5,12.8,80,11.57516804698433,0.8,0.7722873837270285,0.0277126162729715,0.9653592296587856
5714,DOWAHD,9,7.1,4.2,57.6,-2.8689620529943194,0.7,0.5920872546969305,0.1079127453030694,0.8458389352813293
6135,牧野フライス製作所,14.6,6.4,7.9,61.7,5.797508153128976,1.2,0.9403129062711736,0.2596870937288265,0.7835940885593112
6268,ナブテスコ,20.6,3.8,4.6,59.9,8.305613305613306,1,0.7659588977632141,0.2340411022367858,0.7659588977632141
6323,ローツェ,11,20,25.7,62.8,23.774622079706827,2.2,4.43312488900891,-2.23312488900891,2.015056767731323
6592,マブチモーター,17.5,4.2,11,92,35.52173690347423,0.9,0.8051246824991678,0.0948753175008322,0.8945829805546308
6952,カシオ計算機,31.7,5.4,5.3,64,7.435656040438567,1.1,1.6606622499254895,-0.5606622499254894,1.5096929544777176
7419,ノジマ,9.3,10.3,4,32.7,-6.716459449749265,1.3,1.7344509797478571,-0.4344509797478573,1.3341930613445057
8570,イオンフィナンシャルサービス,12.4,4.2,11.5,6,-0.7436496303335858,0.6,1.3334288528370697,-0.7334288528370695,2.222381421395116
1719,安藤･間,8.4,8.5,4.7,45.7,8.239737209622534,1.4,1.412447147514989,-0.0124471475149887,1.0088908196535633
1893,五洋建設,19.3,10.6,4.7,24.1,-2.445606101406099,1.4,2.670026122112836,-1.270026122112836,1.907161515794883
4516,本新薬,8,10.4,22.5,87,16.826678009836215,1,1.394593013330009,-0.394593013330009,1.394593013330009
4587,ペプチドリーム,17.3,26.5,45.2,61.2,32.89568713686684,4.6,6.743210360278505,-2.143210360278505,1.4659152957127186
4631,DIC,10.8,5.3,4.2,32.7,-33.50195240995635,0.6,-9.95445116465099e-05,0.6000995445116465,-0.0001659075194108
4680,ラウンドワン,14,20.1,15.2,36,-15.960038648414995,3.1,4.017234831709919,-0.9172348317099188,1.2958822037773932
6674,ジーエス･ユアサコーポレーション,9.2,9.4,7.4,50.7,-8.016514096151308,0.7,1.162086775938809,-0.462086775938809,1.66012396562687
6728,アルバック,10.5,9.2,11.4,57.7,12.673312259397202,1.1,1.6352897935154185,-0.5352897935154184,1.4866270850140166
7581,サイゼリヤ,22.5,7.3,6.6,65.6,23.95936064798875,2.1,1.975071070271981,0.1249289297280191,0.940510033462848
7947,エフピコ,17.9,8.1,7.8,52.5,-11.880873022934304,1.5,1.2347082226742565,0.2652917773257437,0.8231388151161708
8282,ケーズHD,18.3,2.9,2.6,57.4,-1.839144432453467,0.9,0.1955087160512474,0.7044912839487526,0.2172319067236082
8283,PALTAC,11.2,7.2,2.4,54.5,9.5128843410995,0.9,1.1079584445904085,-0.2079584445904082,1.2310649384337868
9044,南海電気鉄道,13.5,7.2,13.3,31.9,-42.654397636549945,0.8,0.4599534620803813,0.3400465379196187,0.5749418276004766
9507,四国電力,6,15.6,10.5,26,-51.6624750219854,0.6,1.7674208189363407,-1.1674208189363409,2.945701364893901
9616,共立メンテナンス,17.4,12.8,8.2,34.8,-34.89882507694013,2.5,2.024441232229502,0.4755587677704982,0.8097764928918008
2121,MIXI,12,4.1,13.1,78.5,40.19007008550886,1.2,0.8911126479076705,0.3088873520923294,0.7425938732563921
2201,森永製菓,13,12,9.5,60.4,0.4374486618655562,1.7,2.008576675004486,-0.3085766750044858,1.1815156911791094
2531,宝HD,14.1,7,6.6,50.7,0.4707662653124414,1,1.117645713176589,-0.1176457131765886,1.117645713176589
3107,ダイワボウHD,8.9,3,3.2,33.3,8.761597932065717,1.5,0.4591400460144916,1.0408599539855083,0.3060933640096611
3401,帝人,9.2,2.3,1.3,37.7,-10.094511229974591,0.5,-0.2863827271720609,0.7863827271720609,-0.5727654543441218
4118,カネカ,8.9,5,4.3,51,-6.393410688481362,0.5,0.1597924346278727,0.3402075653721272,0.3195848692557455
4206,アイカ工業,12.1,9.7,11,60.2,8.33651556283804,1.3,1.6694813993815034,-0.3694813993815034,1.284216461062695
4272,本化薬,12.3,1.5,3.6,71.7,3.9311545319386463,0.8,-0.5924967012955387,1.3924967012955387,-0.7406208766194233
4887,サワイGHD,9.1,7.1,10.5,53.7,-11.447201795116747,1.2,0.524405448948263,0.6755945510517369,0.4370045407902192
5032,ANYCOLOR,21.3,48.5,38.6,76.4,46.09504395464391,12.5,11.863315260988983,0.6366847390110166,0.9490652208791188
5471,大同特殊鋼,8,7.2,7.3,52,-11.527059021359404,0.5,0.4804634707544517,0.0195365292455482,0.9609269415089036
5706,三井金属鉱業,3.9,8,4.9,47.8,-14.469990573729858,0.7,0.4071726969419156,0.2928273030580843,0.5816752813455938
6951,本電子,10.1,15.4,15.8,61,8.369008427563292,1.7,2.871684564578164,-1.171684564578164,1.6892262144577437
6960,フクダ電子,10.5,10.7,18.9,83.5,28.896666650750376,1,1.9521265182767904,-0.9521265182767902,1.9521265182767904
7451,三菱食品,10.2,10.6,1.4,24,-3.482660993003608,1.1,2.0869768599760867,-0.9869768599760866,1.8972516908873516
8242,エイチ･ツー･オーリテイリング,7.7,7.5,4,39.7,-19.636966595359105,0.8,0.5331060532330536,0.2668939467669464,0.666382566541317
8273,イズミ,12.8,4.2,4.9,50.1,-22.423197585720786,0.8,-0.1911269206724077,0.9911269206724078,-0.2389086508405097
9744,メイテックGHD,19.3,27.2,13.9,53.5,33.75933473108907,5.1,6.840885122249142,-1.740885122249142,1.34135002397042
9936,王将フードサービス,22.9,11.1,10.1,77.8,31.263877495214658,2.6,2.830520629323748,-0.2305206293237476,1.0886617805091336
